1000002,Kabul,,Afghanistan,AF
1028902,L'Agulhas,Western Cape,South Africa,ZA
1028903,Aliwal North,Eastern Cape,South Africa,ZA
1028904,Amanzimtoti,KwaZulu-Natal,South Africa,ZA
1028905,Arcadia,Gauteng,South Africa,ZA
1028906,Arniston,Western Cape,South Africa,ZA
1028907,Atlantis,Western Cape,South Africa,ZA
1028908,Atteridgeville,Gauteng,South Africa,ZA
1028909,Babanango,KwaZulu-Natal,South Africa,ZA
1028910,Balfour,Mpumalanga,South Africa,ZA
1028911,Dolphin Coast,KwaZulu-Natal,South Africa,ZA
1028912,Barberton,Mpumalanga,South Africa,ZA
1028913,Barkly East,Eastern Cape,South Africa,ZA
1028914,Beaufort West,Western Cape,South Africa,ZA
1028915,Belfast,Mpumalanga,South Africa,ZA
1028916,Berea,KwaZulu-Natal,South Africa,ZA
1028917,Bergville,KwaZulu-Natal,South Africa,ZA
1028918,Bethlehem,Free State,South Africa,ZA
1028919,Bisho,Eastern Cape,South Africa,ZA
1028920,Bloubergstrand,Western Cape,South Africa,ZA
1028921,Brandfort,Free State,South Africa,ZA
1028922,Brixton,Gauteng,South Africa,ZA
1028923,Bronkhorstspruit,Gauteng,South Africa,ZA
1028924,Bulwer,KwaZulu-Natal,South Africa,ZA
1028925,Calitzdorp,Western Cape,South Africa,ZA
1028926,Calvinia,Northern Cape,South Africa,ZA
1028927,Carletonville,Gauteng,South Africa,ZA
1028928,Clarens,Free State,South Africa,ZA
1028929,Chatsworth,KwaZulu-Natal,South Africa,ZA
1028930,Clarendon,KwaZulu-Natal,South Africa,ZA
1028931,Coffee Bay,Eastern Cape,South Africa,ZA
1028932,Colenso,KwaZulu-Natal,South Africa,ZA
1028933,Constantia,Western Cape,South Africa,ZA
1028934,Craighall,Gauteng,South Africa,ZA
1028935,Curry's Post,KwaZulu-Natal,South Africa,ZA
1028936,Cyrildene,Gauteng,South Africa,ZA
1028937,De Aar,Northern Cape,South Africa,ZA
1028938,Donnybrook,KwaZulu-Natal,South Africa,ZA
1028939,Doonside,KwaZulu-Natal,South Africa,ZA
1028940,Dundee,KwaZulu-Natal,South Africa,ZA
1028941,Durban North,KwaZulu-Natal,South Africa,ZA
1028942,Edendale,KwaZulu-Natal,South Africa,ZA
1028943,Eldorado Park,Gauteng,South Africa,ZA
1028944,Emmarentia,Gauteng,South Africa,ZA
1028945,Eshowe,KwaZulu-Natal,South Africa,ZA
1028946,Essenwood,KwaZulu-Natal,South Africa,ZA
1028947,Estcourt,KwaZulu-Natal,South Africa,ZA
1028948,Fairland,Gauteng,South Africa,ZA
1028949,Fordsburg,Gauteng,South Africa,ZA
1028950,Fouriesburg,Free State,South Africa,ZA
1028951,Franschhoek,Western Cape,South Africa,ZA
1028952,Frere,KwaZulu-Natal,South Africa,ZA
1028953,Gansbaai,Western Cape,South Africa,ZA
1028954,Gardens,Western Cape,South Africa,ZA
1028955,KwaGingindlovu,KwaZulu-Natal,South Africa,ZA
1028956,Glencoe,KwaZulu-Natal,South Africa,ZA
1028957,Glenwood,KwaZulu-Natal,South Africa,ZA
1028958,Greyville,KwaZulu-Natal,South Africa,ZA
1028959,Hanover,Northern Cape,South Africa,ZA
1028960,Harding,KwaZulu-Natal,South Africa,ZA
1028961,Hartbeespoort,North West,South Africa,ZA
1028962,Hazyview,Mpumalanga,South Africa,ZA
1028963,Heidelberg - GP,Gauteng,South Africa,ZA
1028964,Hermanus,Western Cape,South Africa,ZA
1028965,Hibberdene,KwaZulu-Natal,South Africa,ZA
1028966,Hillcrest,KwaZulu-Natal,South Africa,ZA
1028967,Hilton,KwaZulu-Natal,South Africa,ZA
1028968,Himeville,KwaZulu-Natal,South Africa,ZA
1028969,Hluhluwe,KwaZulu-Natal,South Africa,ZA
1028970,Maruleng,Limpopo,South Africa,ZA
1028971,Houghton Estate,Gauteng,South Africa,ZA
1028972,Hout Bay,Western Cape,South Africa,ZA
1028973,Howick,KwaZulu-Natal,South Africa,ZA
1028974,Humewood,Eastern Cape,South Africa,ZA
1028975,Hyde Park,Gauteng,South Africa,ZA
1028976,Irene,Gauteng,South Africa,ZA
1028977,Isandlwana,KwaZulu-Natal,South Africa,ZA
1028978,Isipingo,KwaZulu-Natal,South Africa,ZA
1028979,Ixopo,KwaZulu-Natal,South Africa,ZA
1028980,Jeffreys Bay,Eastern Cape,South Africa,ZA
1028981,Kalk Bay,Western Cape,South Africa,ZA
1028982,Katlehong,Gauteng,South Africa,ZA
1028983,Kenilworth,Gauteng,South Africa,ZA
1028984,Kenton-on-Sea,Eastern Cape,South Africa,ZA
1028985,King William's Town,Eastern Cape,South Africa,ZA
1028986,Kloof,KwaZulu-Natal,South Africa,ZA
1028987,Komatipoort,Mpumalanga,South Africa,ZA
1028988,Kosi Bay Nature Reserve,KwaZulu-Natal,South Africa,ZA
1028989,Kokstad,KwaZulu-Natal,South Africa,ZA
1028990,Kroonstad,Free State,South Africa,ZA
1028991,Krugersdorp,Gauteng,South Africa,ZA
1028992,Ladysmith,KwaZulu-Natal,South Africa,ZA
1028993,La Lucia,KwaZulu-Natal,South Africa,ZA
1028994,Langebaan,Western Cape,South Africa,ZA
1028995,Lenasia,Gauteng,South Africa,ZA
1028996,Llandudno,Western Cape,South Africa,ZA
1028997,Loskop,KwaZulu-Natal,South Africa,ZA
1028998,Lydenburg,Mpumalanga,South Africa,ZA
1028999,Lynnwood,Gauteng,South Africa,ZA
1029000,Margate,KwaZulu-Natal,South Africa,ZA
1029001,Mariannhill,KwaZulu-Natal,South Africa,ZA
1029002,Cradle of Humankind,Gauteng,South Africa,ZA
1029004,Meyerton,Gauteng,South Africa,ZA
1029005,Milnerton,Western Cape,South Africa,ZA
1029006,Mitchells Plain,Western Cape,South Africa,ZA
1029007,Mkuze,KwaZulu-Natal,South Africa,ZA
1029008,Mooi River,KwaZulu-Natal,South Africa,ZA
1029009,Mtubatuba,KwaZulu-Natal,South Africa,ZA
1029010,Newlands,Western Cape,South Africa,ZA
1029011,Nottingham Road,KwaZulu-Natal,South Africa,ZA
1029012,Paarl,Western Cape,South Africa,ZA
1029013,Parktown,Gauteng,South Africa,ZA
1029014,Parys,Free State,South Africa,ZA
1029015,Phoenix,KwaZulu-Natal,South Africa,ZA
1029016,Pilanesberg,North West,South Africa,ZA
1029017,Plettenberg Bay,Western Cape,South Africa,ZA
1029018,Port Edward,KwaZulu-Natal,South Africa,ZA
1029019,Port Shepstone,KwaZulu-Natal,South Africa,ZA
1029020,Queensburgh,KwaZulu-Natal,South Africa,ZA
1029021,Ramsgate,KwaZulu-Natal,South Africa,ZA
1029022,Randfontein,Gauteng,South Africa,ZA
1029023,Retreat,Western Cape,South Africa,ZA
1029024,Riversdale,Western Cape,South Africa,ZA
1029025,Robertson,Western Cape,South Africa,ZA
1029026,Rorke's Drift,KwaZulu-Natal,South Africa,ZA
1029027,Sabie,Mpumalanga,South Africa,ZA
1029028,Saint Lucia,KwaZulu-Natal,South Africa,ZA
1029029,Salt Rock,KwaZulu-Natal,South Africa,ZA
1029030,Schweizer-Reneke,North West,South Africa,ZA
1029031,Umdoni Municipality,KwaZulu-Natal,South Africa,ZA
1029032,Sea Point,Western Cape,South Africa,ZA
1029033,Southbroom,KwaZulu-Natal,South Africa,ZA
1029034,Soweto,Gauteng,South Africa,ZA
1029035,Springs,Gauteng,South Africa,ZA
1029036,KwaDukuza,KwaZulu-Natal,South Africa,ZA
1029037,Steenberg,Western Cape,South Africa,ZA
1029039,Swellendam,Western Cape,South Africa,ZA
1029040,Touws River,Western Cape,South Africa,ZA
1029041,Turffontein,Gauteng,South Africa,ZA
1029042,Hluhluwe–iMfolozi Park,KwaZulu-Natal,South Africa,ZA
1029043,Underberg,KwaZulu-Natal,South Africa,ZA
1029044,Uniondale,Eastern Cape,South Africa,ZA
1029045,Uvongo,KwaZulu-Natal,South Africa,ZA
1029046,Vaalwater,Limpopo,South Africa,ZA
1029047,Verulam,KwaZulu-Natal,South Africa,ZA
1029048,Viljoenskroon,Free State,South Africa,ZA
1029049,Virginia,Free State,South Africa,ZA
1029050,Vredefort,Free State,South Africa,ZA
1029051,Vryheid,KwaZulu-Natal,South Africa,ZA
1029052,Wartburg,KwaZulu-Natal,South Africa,ZA
1029053,Warden,Free State,South Africa,ZA
1029054,Worcester,Western Cape,South Africa,ZA
1029055,Zastron,Free State,South Africa,ZA
1029057,Adamov,South Moravian Region,Czechia,CZ
1029058,Bakov nad Jizerou,Central Bohemian Region,Czechia,CZ
1029059,Bechlin,Usti nad Labem Region,Czechia,CZ
1029060,Benatky,Pardubice Region,Czechia,CZ
1029061,Blatna,South Bohemian Region,Czechia,CZ
1029062,Bludov,Olomouc Region,Czechia,CZ
1029063,Borotin,South Moravian Region,Czechia,CZ
1029064,Boskovice,South Moravian Region,Czechia,CZ
1029065,Bruntal,Moravian-Silesian Region,Czechia,CZ
1029066,Bystre,Pardubice Region,Czechia,CZ
1029067,Bystrec,Pardubice Region,Czechia,CZ
1029068,Bystrice nad Pernstejnem,Vysocina Region,Czechia,CZ
1029069,Bzenec,South Moravian Region,Czechia,CZ
1029070,Bilina,Usti nad Labem Region,Czechia,CZ
1029071,Bestovice,Pardubice Region,Czechia,CZ
1029072,Chabarovice,Usti nad Labem Region,Czechia,CZ
1029073,Chocen,Pardubice Region,Czechia,CZ
1029074,Chodov,Karlovy Vary Region,Czechia,CZ
1029075,Chroboly,South Bohemian Region,Czechia,CZ
1029076,Chropyne,Zlin Region,Czechia,CZ
1029077,Darkovice,Moravian-Silesian Region,Czechia,CZ
1029078,Drnovice,South Moravian Region,Czechia,CZ
1029079,Frenstat,Moravian-Silesian Region,Czechia,CZ
1029080,Frydlant nad Ostravici,Moravian-Silesian Region,Czechia,CZ
1029081,Harrachov,Liberec Region,Czechia,CZ
1029082,Havirov,Moravian-Silesian Region,Czechia,CZ
1029083,Hlucin,Moravian-Silesian Region,Czechia,CZ
1029084,Hnatnice,Pardubice Region,Czechia,CZ
1029085,Holice,Pardubice Region,Czechia,CZ
1029086,Horni Vltavice,South Bohemian Region,Czechia,CZ
1029087,Hostinne,Hradec Kralove Region,Czechia,CZ
1029088,Horin,Central Bohemian Region,Czechia,CZ
1029089,Hrusovany nad Jevisovkou,South Moravian Region,Czechia,CZ
1029090,Hukvaldy,Moravian-Silesian Region,Czechia,CZ
1029091,Hulin,Zlin Region,Czechia,CZ
1029092,Humpolec,Vysocina Region,Czechia,CZ
1029093,Jablonne nad Orlici,Pardubice Region,Czechia,CZ
1029094,Jaromerice,Pardubice Region,Czechia,CZ
1029095,Jenikov,Pardubice Region,Czechia,CZ
1029096,Jezdovice,Vysocina Region,Czechia,CZ
1029097,Jilemnice,Liberec Region,Czechia,CZ
1029098,Jindrichovice,Karlovy Vary Region,Czechia,CZ
1029099,Jirkov,Usti nad Labem Region,Czechia,CZ
1029100,Kadan,Usti nad Labem Region,Czechia,CZ
1029101,Kamyk,Usti nad Labem Region,Czechia,CZ
1029102,Kaplice,South Bohemian Region,Czechia,CZ
1029103,Klasterec nad Ohri,Usti nad Labem Region,Czechia,CZ
1029104,Knezpole,Zlin Region,Czechia,CZ
1029105,Koberovy,Liberec Region,Czechia,CZ
1029106,Korycany,Zlin Region,Czechia,CZ
1029107,Kostelec nad Orlici,Hradec Kralove Region,Czechia,CZ
1029108,Kourim,Central Bohemian Region,Czechia,CZ
1029109,Kraslice,Karlovy Vary Region,Czechia,CZ
1029110,Kravare,Moravian-Silesian Region,Czechia,CZ
1029111,Krucemburk,Vysocina Region,Czechia,CZ
1029112,Krupka,Usti nad Labem Region,Czechia,CZ
1029113,Krasna Lipa,Usti nad Labem Region,Czechia,CZ
1029114,Ledec nad Sazavou,Vysocina Region,Czechia,CZ
1029115,Lednice,South Moravian Region,Czechia,CZ
1029116,Letohrad,Pardubice Region,Czechia,CZ
1029117,Lipnik nad Becvou,Olomouc Region,Czechia,CZ
1029118,Litovel,Olomouc Region,Czechia,CZ
1029119,Litvinov,Usti nad Labem Region,Czechia,CZ
1029120,Lostice,Olomouc Region,Czechia,CZ
1029121,Ludgerovice,Moravian-Silesian Region,Czechia,CZ
1029122,Lukavice,Pardubice Region,Czechia,CZ
1029123,Luze,Pardubice Region,Czechia,CZ
1029124,Lysa nad Labem,Central Bohemian Region,Czechia,CZ
1029125,Lany u Dasic,Pardubice Region,Czechia,CZ
1029126,Malenice,South Bohemian Region,Czechia,CZ
1029127,Mikulcice,South Moravian Region,Czechia,CZ
1029128,Milovice,Central Bohemian Region,Czechia,CZ
1029129,Mimon,Liberec Region,Czechia,CZ
1029130,Moravska Trebova,Pardubice Region,Czechia,CZ
1029131,Moravsky Beroun,Olomouc Region,Czechia,CZ
1029132,Morkov,Moravian-Silesian Region,Czechia,CZ
1029133,Neratovice,Central Bohemian Region,Czechia,CZ
1029134,Nova Paka,Hradec Kralove Region,Czechia,CZ
1029135,Nova Ves,Hradec Kralove Region,Czechia,CZ
1029136,Nove Mesto na Morave,Vysocina Region,Czechia,CZ
1029137,Nove Mesto nad Metuji,Hradec Kralove Region,Czechia,CZ
1029138,Novy Bor,Liberec Region,Czechia,CZ
1029139,Nemcany,South Moravian Region,Czechia,CZ
1029140,Petrvald,Moravian-Silesian Region,Czechia,CZ
1029141,Podborany,Usti nad Labem Region,Czechia,CZ
1029142,Podivin,South Moravian Region,Czechia,CZ
1029143,Podebrady,Central Bohemian Region,Czechia,CZ
1029144,Pohorelice,Zlin Region,Czechia,CZ
1029145,Pokrikov,Pardubice Region,Czechia,CZ
1029146,Predhradi,Pardubice Region,Czechia,CZ
1029147,Pribyslav,Vysocina Region,Czechia,CZ
1029148,Primda,Plzen Region,Czechia,CZ
1029149,Pribor,Moravian-Silesian Region,Czechia,CZ
1029150,Rabi,Plzen Region,Czechia,CZ
1029151,Radosovice,South Bohemian Region,Czechia,CZ
1029152,Rakvice,South Moravian Region,Czechia,CZ
1029153,Ratiskovice,South Moravian Region,Czechia,CZ
1029154,Rychvald,Moravian-Silesian Region,Czechia,CZ
1029155,Sedlec-Prcice,Central Bohemian Region,Czechia,CZ
1029156,Sedlnice,Moravian-Silesian Region,Czechia,CZ
1029157,Sedlcany,Central Bohemian Region,Czechia,CZ
1029158,Selmice,Pardubice Region,Czechia,CZ
1029159,Sezemice,Pardubice Region,Czechia,CZ
1029160,Skotnice,Moravian-Silesian Region,Czechia,CZ
1029161,Skutec,Pardubice Region,Czechia,CZ
1029162,Slany,Central Bohemian Region,Czechia,CZ
1029163,Sloupnice,Pardubice Region,Czechia,CZ
1029164,Sobinov,Vysocina Region,Czechia,CZ
1029165,Sobeslav,South Bohemian Region,Czechia,CZ
1029166,Solnice,Hradec Kralove Region,Czechia,CZ
1029167,Spytihnev,Zlin Region,Czechia,CZ
1029168,Staric,Moravian-Silesian Region,Czechia,CZ
1029169,Studnice,Pardubice Region,Czechia,CZ
1029170,Studenka,Moravian-Silesian Region,Czechia,CZ
1029171,Stribro,Plzen Region,Czechia,CZ
1029172,Susice,Plzen Region,Czechia,CZ
1029173,Sviadnov,Moravian-Silesian Region,Czechia,CZ
1029174,Svratka,Vysocina Region,Czechia,CZ
1029175,Svebohov,Olomouc Region,Czechia,CZ
1029176,Svetla nad Sazavou,Vysocina Region,Czechia,CZ
1029177,Synkov-Slemeno,Hradec Kralove Region,Czechia,CZ
1029178,Telc,Vysocina Region,Czechia,CZ
1029179,Tecovice,Zlin Region,Czechia,CZ
1029180,Topolna,Zlin Region,Czechia,CZ
1029181,Tutleky,Hradec Kralove Region,Czechia,CZ
1029182,Tyn nad Vltavou,South Bohemian Region,Czechia,CZ
1029183,Tranovice,Moravian-Silesian Region,Czechia,CZ
1029184,Trebichovice,Central Bohemian Region,Czechia,CZ
1029185,Trebon,South Bohemian Region,Czechia,CZ
1029186,Unicov,Olomouc Region,Czechia,CZ
1029187,Vacov,South Bohemian Region,Czechia,CZ
1029188,Valasske Klobouky,Zlin Region,Czechia,CZ
1029189,Valtice,South Moravian Region,Czechia,CZ
1029190,Velemin,Usti nad Labem Region,Czechia,CZ
1029191,Velhartice,Plzen Region,Czechia,CZ
1029192,Velke Bilovice,South Moravian Region,Czechia,CZ
1029193,Velke Nemcice,South Moravian Region,Czechia,CZ
1029194,Velke Opatovice,South Moravian Region,Czechia,CZ
1029195,Velke Pavlovice,South Moravian Region,Czechia,CZ
1029196,Velke Zernoseky,Usti nad Labem Region,Czechia,CZ
1029197,Vermerovice,Pardubice Region,Czechia,CZ
1029198,Veseli nad Moravou,South Moravian Region,Czechia,CZ
1029199,Vlasim,Central Bohemian Region,Czechia,CZ
1029200,Vodnany,South Bohemian Region,Czechia,CZ
1029201,Vracov,South Moravian Region,Czechia,CZ
1029202,Vratimov,Moravian-Silesian Region,Czechia,CZ
1029203,Zabrusany,Usti nad Labem Region,Czechia,CZ
1029204,Zdikov,South Bohemian Region,Czechia,CZ
1029205,Zubri,Zlin Region,Czechia,CZ
1029206,Zabreh,Olomouc Region,Czechia,CZ
1029207,Upice,Hradec Kralove Region,Czechia,CZ
1029208,Cervena Voda,Pardubice Region,Czechia,CZ
1029209,Cerveny Kostelec,Hradec Kralove Region,Czechia,CZ
1029210,Ricany,Central Bohemian Region,Czechia,CZ
1029211,Senov,Moravian-Silesian Region,Czechia,CZ
1029212,Silherovice,Moravian-Silesian Region,Czechia,CZ
1029213,Sternberk,Olomouc Region,Czechia,CZ
1029214,Zacler,Hradec Kralove Region,Czechia,CZ
1029215,Zalhostice,Usti nad Labem Region,Czechia,CZ
1029216,Zampach,Pardubice Region,Czechia,CZ
1029217,Zdirec nad Doubravou,Vysocina Region,Czechia,CZ
1029218,Zeletava,Vysocina Region,Czechia,CZ
1029219,Zelezna Ruda,Plzen Region,Czechia,CZ
1029220,Zenklava,Moravian-Silesian Region,Czechia,CZ
1029221,Zirovnice,Vysocina Region,Czechia,CZ
1029222,Zizkovo Pole,Vysocina Region,Czechia,CZ
1029255,Abrego,North Santander,Colombia,CO
1029256,Acacias,Meta,Colombia,CO
1029257,Agua de Dios,Cundinamarca,Colombia,CO
1029258,Aguachica,Cesar,Colombia,CO
1029259,Aguadas,Caldas,Colombia,CO
1029260,Aguazul,Casanare,Colombia,CO
1029261,Codazzi,Cesar,Colombia,CO
1029262,Algeciras,Huila,Colombia,CO
1029263,Amaga,Antioquia,Colombia,CO
1029264,Andes,Antioquia,Colombia,CO
1029265,Anserma,Caldas,Colombia,CO
1029266,Santa Fe de Antioquia,Antioquia,Colombia,CO
1029267,Apartado,Antioquia,Colombia,CO
1029268,Aracataca,Magdalena,Colombia,CO
1029269,Arauca,Arauca,Colombia,CO
1029270,Ariguani,Cesar,Colombia,CO
1029271,Arjona,Bolivar,Colombia,CO
1029272,Armenia,Quindio,Colombia,CO
1029273,Ayapel,Cordoba,Colombia,CO
1029274,Baranoa,Atlantico,Colombia,CO
1029275,Barbosa,Santander,Colombia,CO
1029276,Barbosa,Antioquia,Colombia,CO
1029277,Barrancabermeja,Santander,Colombia,CO
1029278,Barrancas,La Guajira,Colombia,CO
1029279,Bello,Antioquia,Colombia,CO
1029280,Bolivar,Cauca,Colombia,CO
1029281,Buga,Valle del Cauca,Colombia,CO
1029282,Bugalagrande,Valle del Cauca,Colombia,CO
1029283,Campoalegre,Huila,Colombia,CO
1029284,Carepa,Antioquia,Colombia,CO
1029285,Carmen de Viboral,Antioquia,Colombia,CO
1029286,Cartago,Valle del Cauca,Colombia,CO
1029287,Cerete,Cordoba,Colombia,CO
1029288,Chaparral,Tolima,Colombia,CO
1029289,Chia,Cundinamarca,Colombia,CO
1029290,Chigorodo,Antioquia,Colombia,CO
1029291,Chimichagua,Cesar,Colombia,CO
1029292,Chinchina,Caldas,Colombia,CO
1029293,Chinu,Cordoba,Colombia,CO
1029294,Chiriguana,Cesar,Colombia,CO
1029295,Cienaga,Magdalena,Colombia,CO
1029296,Cienaga de Oro,Cordoba,Colombia,CO
1029297,Cimitarra,Santander,Colombia,CO
1029298,Copacabana,Antioquia,Colombia,CO
1029299,Corinto,Cauca,Colombia,CO
1029300,Corozal,Sucre,Colombia,CO
1029301,Cucuta,North Santander,Colombia,CO
1029302,Curumani,Cesar,Colombia,CO
1029303,Dabeiba,Antioquia,Colombia,CO
1029304,Dagua,Valle del Cauca,Colombia,CO
1029305,Darien,Valle del Cauca,Colombia,CO
1029306,Dosquebradas,Risaralda,Colombia,CO
1029307,Duitama,Boyaca,Colombia,CO
1029308,El Bordo,Cauca,Colombia,CO
1029309,El Carmen de Bolivar,Bolivar,Colombia,CO
1029310,El Cerrito,Valle del Cauca,Colombia,CO
1029311,El Doncello,Caqueta,Colombia,CO
1029312,Facatativa,Cundinamarca,Colombia,CO
1029313,Florencia,Caqueta,Colombia,CO
1029314,Florida,Valle del Cauca,Colombia,CO
1029315,Floridablanca,Santander,Colombia,CO
1029316,Fonseca,La Guajira,Colombia,CO
1029317,Fresno,Tolima,Colombia,CO
1029318,Fundacion,Magdalena,Colombia,CO
1029319,Fusagasuga,Cundinamarca,Colombia,CO
